.3485950E-02 .1437937E-02 .1320707E-02 .4430233E-02 .3236864E-01 .2330845E+00 .1390202E+01
.1145978E-03 .4247511E-03 .1316269E-02 .4426351E-02 .3236528E-01 .2330814E+00 .1390196E+01
.5328469E-02 .9809681E-02 .1705832E-01 .3117649E-01 .8180385E-01 .2535080E+00 .6521492E+00
.5120403E-02 .3004084E-02 .4858233E-02 .1620884E-01 .1094337E+00 .6190696E+00 .2555306E+01
.4235473E-03 .1568911E-02 .4851866E-02 .1620315E-01 .1094286E+00 .6190645E+00 .2555297E+01
.1023661E-01 .1882426E-01 .3269541E-01 .5972207E-01 .1597293E+00 .4639144E+00 .7421525E+00
.8131229E-02 .7844492E-02 .1774146E-01 .5770040E-01 .3110634E+00 .1353263E+01 .3874064E+01
.1563096E-02 .5777027E-02 .1773210E-01 .5769178E-01 .3110554E+00 .1353254E+01 .3874051E+01
.1964849E-01 .3607770E-01 .6264182E-01 .1150256E+00 .3256622E+00 .6428405E+00 .7846777E+00
.1498844E-01 .2410504E-01 .6281099E-01 .1861286E+00 .8022162E+00 .2464486E+01 .3924845E+01
.5744671E-02 .2104832E-01 .6279679E-01 .1861152E+00 .8022029E+00 .2464474E+01 .3924825E+01
.3767869E-01 .6915233E-01 .1208017E+00 .2281164E+00 .5580591E+00 .7346168E+00 .7649710E+00
.3397155E-01 .7846725E-01 .1993943E+00 .4875131E+00 .1694320E+01 .3509035E+01 .2176628E+01
.2083586E-01 .7381146E-01 .1993723E+00 .4874918E+00 .1694299E+01 .3509017E+01 .2176603E+01
.7231711E-01 .1337116E+00 .2405814E+00 .4676380E+00 .6956967E+00 .7858784E+00 .6225521E+00
.9108177E-01 .2351187E+00 .5160733E+00 .1218740E+01 .2869826E+01 .3512849E+01 .2382315E+01
.7221021E-01 .2279391E+00 .5160379E+00 .1218705E+01 .2869795E+01 .3512823E+01 .2382273E+01
.1402613E+00 .2684185E+00 .4881933E+00 .6561662E+00 .7704698E+00 .7621050E+00 .6505584E+00
.2443478E+00 .5894338E+00 .1264830E+01 .2306192E+01 .3778120E+01 .2674229E+01 .2343497E+01
.2171608E+00 .5777645E+00 .1264772E+01 .2306139E+01 .3778075E+01 .2674193E+01 .2343449E+01
.2826712E+00 .5339422E+00 .6596533E+00 .7509742E+00 .7990093E+00 .6790738E+00 .7981939E+00
.5855091E+00 .1387286E+01 .2363137E+01 .3544864E+01 .3384102E+01 .2359719E+01 .2470158E+01
.5465942E+00 .1369634E+01 .2363052E+01 .3544787E+01 .3384036E+01 .2359666E+01 .2470098E+01
.5465474E+00 .6711476E+00 .7554210E+00 .8006024E+00 .7373764E+00 .6860949E+00 .8118948E+00
.1312630E+01 .2520447E+01 .3610560E+01 .3944741E+01 .2224384E+01 .2397702E+01 .2403083E+01
.1255838E+01 .2494462E+01 .3610433E+01 .3944630E+01 .2224294E+01 .2397636E+01 .2402999E+01
.6832940E+00 .7706030E+00 .8031552E+00 .7946403E+00 .6467355E+00 .7744543E+00 .8150314E+00
