.1070334E-01 .1953055E-01 .3400185E-01 .3950939E-01 .3943239E-01 .2212769E-01 .6902359E-02 .8196235E-02
.2112712E-07 .2157141E-06 .6089224E-06 .7843002E-06 .7872774E-06 .4906658E-06 .1767926E-05 .8702954E-05
.4126680E-04 .1418625E-03 .2439462E-03 .3032006E-03 .3611924E-03 .4977052E-03 .8531595E-03 .1612315E-02
.1484672E-01 .2709935E-01 .4718651E-01 .5482742E-01 .5471470E-01 .3070230E-01 .9589149E-02 .1142097E-01
.7817344E-07 .7982054E-06 .2253031E-05 .2901422E-05 .2911753E-05 .1814215E-05 .6537163E-05 .3217300E-04
.7937654E-04 .2728601E-03 .4692016E-03 .5831893E-03 .6947698E-03 .9573886E-03 .1640904E-02 .3100359E-02
.2059671E-01 .3761700E-01 .6552053E-01 .7612368E-01 .7595103E-01 .4261608E-01 .1334631E-01 .1600180E-01
.2892617E-06 .2953770E-05 .8336131E-05 .1073140E-04 .1076469E-04 .6703489E-05 .2415719E-04 .1188312E-03
.1526771E-03 .5247921E-03 .9023943E-03 .1121697E-02 .1336448E-02 .1841719E-02 .3155704E-02 .5960238E-02
.2858078E-01 .5225901E-01 .9107647E-01 .1057955E+00 .1055105E+00 .5919624E-01 .1864954E-01 .2269428E-01
.1070401E-05 .1093154E-04 .3084116E-04 .3967513E-04 .3976257E-04 .2473618E-04 .8915925E-04 .4380740E-03
.2936554E-03 .1009229E-02 .1735352E-02 .2157390E-02 .2570959E-02 .3543279E-02 .6067989E-02 .1145371E-01
.3967911E-01 .7271489E-01 .1268623E+00 .1473024E+00 .1467787E+00 .8233942E-01 .2628716E-01 .3305633E-01
.3961367E-05 .4046230E-04 .1140758E-03 .1465427E-03 .1466061E-03 .9103090E-04 .3282337E-03 .1608077E-02
.5647674E-03 .1940510E-02 .3336691E-02 .4149456E-02 .4946951E-02 .6818774E-02 .1166560E-01 .2200117E-01
.5513953E-01 .1014895E+00 .1774026E+00 .2057830E+00 .2046861E+00 .1148151E+00 .3775709E-01 .5087971E-01
.1466286E-04 .1497928E-03 .4216329E-03 .5400436E-03 .5383784E-03 .3331332E-03 .1201832E-02 .5841423E-02
.1086034E-02 .3730137E-02 .6414937E-02 .7982989E-02 .9525249E-02 .1313150E-01 .2242473E-01 .4227331E-01
.7676670E-01 .1424995E+00 .2498851E+00 .2891715E+00 .2865596E+00 .1607813E+00 .5639291E-01 .8628800E-01
.5428940E-04 .5545210E-03 .1554891E-02 .1979219E-02 .1959218E-02 .1204800E-02 .4346796E-02 .2063376E-01
.2087947E-02 .7167815E-02 .1233557E-01 .1537478E-01 .1837642E-01 .2533526E-01 .4313851E-01 .8155191E-01
.1072678E+00 .2023848E+00 .3565125E+00 .4101218E+00 .4032483E+00 .2265895E+00 .9043900E-01 .1644227E+00
.2010879E-03 .2050550E-02 .5695547E-02 .7152687E-02 .6980193E-02 .4246795E-02 .1525658E-01 .6750912E-01
.4012763E-02 .1377185E-01 .2375866E-01 .2971849E-01 .3564269E-01 .4911610E-01 .8334166E-01 .1599975E+00
.1509636E+00 .2935570E+00 .5188329E+00 .5880579E+00 .5690784E+00 .3214441E+00 .1592280E+00 .3294717E+00
.7450942E-03 .7542596E-02 .2044433E-01 .2492131E-01 .2364225E-01 .1414190E-01 .4955201E-01 .1870969E+00
.7708656E-02 .2649304E-01 .4604936E-01 .5806700E-01 .7009545E-01 .9636080E-01 .1635606E+00 .3230215E+00
.2154179E+00 .4408374E+00 .7710442E+00 .8442940E+00 .7944112E+00 .4554267E+00 .2936539E+00 .6502412E+00
.2759166E-02 .2718778E-01 .6911443E-01 .7903503E-01 .7122115E-01 .4165876E-01 .1348806E+00 .4381802E+00
.1480634E-01 .5129714E-01 .9103369E-01 .1166480E+00 .1421345E+00 .1936982E+00 .3310108E+00 .5838049E+00
.3153706E+00 .6900837E+00 .1138467E+01 .1172839E+01 .1067981E+01 .6340501E+00 .5415503E+00 .1232793E+01
.1016420E-01 .9153851E-01 .1988275E+00 .2028504E+00 .1705873E+00 .9881146E-01 .3093962E+00 .9323093E+00
.2848741E-01 .1015862E+00 .1884891E+00 .2456205E+00 .2985809E+00 .3931603E+00 .6013612E+00 .7249838E+00
.4814920E+00 .1091056E+01 .1574016E+01 .1530289E+01 .1372277E+01 .8708112E+00 .9829445E+00 .2045095E+01
.3657485E-01 .2567807E+00 .4196854E+00 .3834292E+00 .3124156E+00 .1948128E+00 .6560066E+00 .1637256E+01
.5529949E-01 .2112677E+00 .3985729E+00 .4941738E+00 .5631110E+00 .6573390E+00 .7412250E+00 .8205902E+00
.7705117E+00 .1624585E+01 .1994418E+01 .1879031E+01 .1679895E+01 .1164022E+01 .1627171E+01 .2912245E+01
.1209317E+00 .5386643E+00 .6784260E+00 .6049485E+00 .5015328E+00 .3541526E+00 .1184114E+01 .2381477E+01
.1106400E+00 .4244681E+00 .6440215E+00 .7008938E+00 .7375610E+00 .7852065E+00 .8365122E+00 .8681866E+00
.1235580E+01 .2168636E+01 .2318779E+01 .2150493E+01 .1941750E+01 .1499589E+01 .2398705E+01 .3302003E+01
