 4.749E-03   1.063E-02   4.479E-03   8.873E-03   4.957E-02   3.470E-01   1.804E+00
 1.863E-04   5.804E-04   1.856E-03   6.345E-03   4.719E-02   3.320E-01   1.691E+00
 5.635E-03   1.016E-02   1.773E-02   3.243E-02   8.497E-02   2.669E-01   6.423E-01
 7.111E-03   1.639E-02   1.067E-02   2.722E-02   1.656E-01   9.301E-01   3.092E+00
 6.901E-04   2.150E-03   6.881E-03   2.346E-02   1.619E-01   9.032E-01   2.921E+00
 1.082E-02   1.948E-02   3.394E-02   6.204E-02   1.665E-01   4.721E-01   7.424E-01
 1.171E-02   2.850E-02   3.104E-02   9.063E-02   4.711E-01   1.931E+00   3.987E+00
 2.558E-03   7.958E-03   2.541E-02   8.483E-02   4.650E-01   1.890E+00   3.760E+00
 2.075E-02   3.732E-02   6.495E-02   1.195E-01   3.444E-01   6.420E-01   7.724E-01
 2.280E-02   5.971E-02   1.000E-01   2.860E-01   1.230E+00   3.144E+00   3.434E+00
 9.479E-03   2.925E-02   9.129E-02   2.767E-01   1.220E+00   3.086E+00   3.109E+00
 3.972E-02   7.150E-02   1.253E-01   2.390E-01   5.600E-01   7.150E-01   7.220E-01
 5.490E-02   1.504E-01   3.061E-01   7.551E-01   2.416E+00   3.767E+00   2.004E+00
 3.484E-02   1.036E-01   2.922E-01   7.393E-01   2.399E+00   3.685E+00   1.564E+00
 7.611E-02   1.386E-01   2.521E-01   4.939E-01   6.799E-01   7.412E-01   5.538E-01
 1.540E-01   3.933E-01   7.987E-01   1.815E+00   3.590E+00   3.122E+00   2.689E+00
 1.227E-01   3.200E-01   7.748E-01   1.789E+00   3.565E+00   3.001E+00   2.163E+00
 1.479E-01   2.822E-01   5.118E-01   6.354E-01   7.403E-01   6.414E-01   8.101E-01
 4.204E-01   9.455E-01   1.841E+00   3.120E+00   3.784E+00   2.414E+00   2.161E+00
 3.703E-01   8.241E-01   1.802E+00   3.081E+00   3.749E+00   2.261E+00   1.562E+00
 3.037E-01   5.574E-01   6.427E-01   7.320E-01   7.221E-01   6.329E-01   8.177E-01
