.9435097E-02 .2708536E-02 .7688849E-02 .1448029E-01 .3003647E-01 .4023471E-01 .7454609E-02 .1094888E-01
.1014164E-07 .1190975E-06 .4879994E-06 .9919639E-06 .1686013E-05 .1486969E-05 .1880144E-05 .8758922E-05
.3755505E-04 .1414782E-03 .2706831E-03 .3580389E-03 .4251142E-03 .5065468E-03 .8551140E-03 .1612748E-02
.1308679E-01 .3758180E-02 .1067294E-01 .2010634E-01 .4171233E-01 .5584716E-01 .1035666E-01 .1524823E-01
.3752395E-07 .4406819E-06 .1805822E-05 .3671053E-05 .6239603E-05 .5500075E-05 .6952460E-05 .3237938E-04
.7223814E-04 .2721251E-03 .5206168E-03 .6886032E-03 .8175793E-03 .9743452E-03 .1644651E-02 .3101202E-02
.1815319E-01 .5216997E-02 .1482795E-01 .2795019E-01 .5799846E-01 .7757444E-01 .1441525E-01 .2133526E-01
.1388370E-06 .1630662E-05 .6683066E-05 .1358824E-04 .2309535E-04 .2033687E-04 .2569434E-04 .1195892E-03
.1389509E-03 .5233919E-03 .1001233E-02 .1324199E-02 .1572139E-02 .1874174E-02 .3162868E-02 .5961925E-02
.2518470E-01 .7249135E-02 .2063707E-01 .3894378E-01 .8083923E-01 .1079033E+00 .2014476E-01 .3015815E-01
.5136808E-06 .6034373E-05 .2473766E-04 .5031242E-04 .8550777E-04 .7513933E-04 .9484938E-04 .4408297E-03
.2672700E-03 .1006575E-02 .1925210E-02 .2545887E-02 .3022356E-02 .3605247E-02 .6081630E-02 .1145733E-01
.3494970E-01 .1009399E-01 .2882865E-01 .5451732E-01 .1132142E+00 .1504742E+00 .2839759E-01 .4358181E-01
.1900480E-05 .2233331E-04 .9159797E-04 .1863908E-03 .3166911E-03 .2771369E-03 .3492924E-03 .1617844E-02
.5140773E-03 .1935495E-02 .3700734E-02 .4892786E-02 .5808160E-02 .6936956E-02 .1169143E-01 .2201023E-01
.4852747E-01 .1412031E-01 .4058916E-01 .7706074E-01 .1600457E+00 .2108082E+00 .4079168E-01 .6591574E-01
.7030610E-05 .8267262E-04 .3393510E-03 .6910956E-03 .1173142E-02 .1017975E-02 .1279624E-02 .5873661E-02
.9887567E-03 .3720534E-02 .7109993E-02 .9397427E-02 .1115688E-01 .1335863E-01 .2247348E-01 .4230202E-01
.6745114E-01 .1995742E-01 .5811196E-01 .1111110E+00 .2303644E+00 .2976250E+00 .6091895E-01 .1081608E+00
.2600333E-04 .3061220E-03 .1258153E-02 .2564847E-02 .4341167E-02 .3701734E-02 .4631739E-02 .2071774E-01
.1901628E-02 .7148051E-02 .1364892E-01 .1803584E-01 .2143076E-01 .2578949E-01 .4323234E-01 .8166551E-01
.9394416E-01 .2886560E-01 .8617645E-01 .1666822E+00 .3426510E+00 .4248384E+00 .9762409E-01 .1966229E+00
.9612619E-04 .1133746E-02 .4666481E-02 .9514885E-02 .1595856E-01 .1312081E-01 .1626628E-01 .6755125E-01
.3657102E-02 .1372171E-01 .2617763E-01 .3461078E-01 .4126179E-01 .5014310E-01 .8354275E-01 .1604943E+00
.1313483E+00 .4388598E-01 .1369500E+00 .2687213E+00 .5364850E+00 .6118346E+00 .1714225E+00 .3757494E+00
.3548975E-03 .4195343E-02 .1725793E-01 .3499220E-01 .5705953E-01 .4353911E-01 .5273923E-01 .1861818E+00
.7033390E-02 .2631550E-01 .5022510E-01 .6668060E-01 .8034208E-01 .9929955E-01 .1641325E+00 .3248595E+00
