.5029754E-02 .5266008E-01 .1292776E-02 .3240104E-02 .1924076E-01 .1687944E+00 .8266459E+00
.1337197E-03 .2448099E-03 .7675615E-03 .3124802E-02 .1922971E-01 .1687943E+00 .8266457E+00
.5435718E-02 .9061780E-02 .1617078E-01 .3108439E-01 .7550253E-01 .2632923E+00 .6490188E+00
.7378864E-02 .7438154E-01 .3556857E-02 .1147381E-01 .6492184E-01 .4319633E+00 .1680449E+01
.4944882E-03 .8999470E-03 .2809844E-02 .1130639E-01 .6490547E-01 .4319631E+00 .1680449E+01
.1044098E-01 .1742572E-01 .3104285E-01 .5965930E-01 .1467820E+00 .4761032E+00 .7382965E+00
.1161934E-01 .1069984E+00 .1122825E-01 .3970553E-01 .1879051E+00 .9681959E+00 .2840644E+01
.1826529E-02 .3281608E-02 .1014644E-01 .3945645E-01 .1878804E+00 .9681957E+00 .2840644E+01
.2003588E-01 .3353439E-01 .5960672E-01 .1151478E+00 .2950619E+00 .6632788E+00 .8117725E+00
.2092492E-01 .1591806E+00 .3691412E-01 .1243838E+00 .4686353E+00 .1855977E+01 .3764192E+01
.6721025E-02 .1172719E-01 .3531143E-01 .1240077E+00 .4685977E+00 .1855977E+01 .3764192E+01
.3841132E-01 .6475760E-01 .1150809E+00 .2277332E+00 .5432670E+00 .7620032E+00 .8370712E+00
.4558276E-01 .2491779E+00 .1131883E+00 .3190164E+00 .1060864E+01 .2934219E+01 .3332958E+01
.2439202E-01 .3973625E-01 .1107818E+00 .3184404E+00 .1060804E+01 .2934218E+01 .3332957E+01
.7373329E-01 .1265726E+00 .2273482E+00 .4577903E+00 .6980534E+00 .8244845E+00 .7900133E+00
.1166071E+00 .4072474E+00 .2868730E+00 .7785340E+00 .2010821E+01 .3572570E+01 .2195695E+01
.8413630E-01 .1173627E+00 .2832280E+00 .7776206E+00 .2010733E+01 .3572569E+01 .2195693E+01
.1433360E+00 .2550457E+00 .4572404E+00 .6692179E+00 .7869483E+00 .8355675E+00 .6970843E+00
.2986784E+00 .6598877E+00 .6947688E+00 .1571669E+01 .3154459E+01 .3071719E+01 .2292100E+01
.2483369E+00 .2719806E+00 .6890243E+00 .1570321E+01 .3154328E+01 .3071718E+01 .2292098E+01
.2909710E+00 .5090900E+00 .6754078E+00 .7655511E+00 .8381852E+00 .7740073E+00 .7607530E+00
.7009484E+00 .1065031E+01 .1411972E+01 .2690903E+01 .3750299E+01 .2377689E+01 .2235234E+01
