 7.714E-03   2.400E-02   2.273E-02   1.691E-02   1.208E-02   1.625E-02   5.967E-02   4.388E-03
 5.100E-08   3.334E-07   5.204E-07   8.440E-07   1.333E-06   3.884E-06   8.428E-06   1.885E-05
 5.775E-05   1.502E-04   2.619E-04   3.467E-04   4.352E-04   6.383E-04   8.930E-04   2.005E-03
 1.070E-02   3.331E-02   3.154E-02   2.348E-02   1.678E-02   2.259E-02   8.293E-02   6.155E-03
 1.887E-07   1.234E-06   1.926E-06   3.123E-06   4.932E-06   1.438E-05   3.119E-05   6.972E-05
 1.111E-04   2.889E-04   5.038E-04   6.668E-04   8.370E-04   1.228E-03   1.717E-03   3.855E-03
 1.485E-02   4.624E-02   4.381E-02   3.262E-02   2.334E-02   3.150E-02   1.155E-01   8.767E-03
 6.984E-07   4.567E-06   7.126E-06   1.156E-05   1.826E-05   5.328E-05   1.154E-04   2.579E-04
 2.137E-04   5.557E-04   9.689E-04   1.282E-03   1.610E-03   2.360E-03   3.303E-03   7.406E-03
 2.062E-02   6.427E-02   6.091E-02   4.542E-02   3.255E-02   4.418E-02   1.615E-01   1.294E-02
 2.585E-06   1.691E-05   2.637E-05   4.278E-05   6.760E-05   1.976E-04   4.271E-04   9.536E-04
 4.109E-04   1.069E-03   1.863E-03   2.465E-03   3.094E-03   4.535E-03   6.351E-03   1.422E-02
 2.867E-02   8.951E-02   8.491E-02   6.349E-02   4.568E-02   6.269E-02   2.274E-01   2.061E-02
 9.574E-06   6.261E-05   9.757E-05   1.584E-04   2.505E-04   7.342E-04   1.579E-03   3.519E-03
 7.902E-04   2.054E-03   3.582E-03   4.739E-03   5.946E-03   8.710E-03   1.222E-02   2.727E-02
 3.995E-02   1.251E-01   1.189E-01   8.944E-02   6.490E-02   9.117E-02   3.243E-01   3.778E-02
 3.548E-05   2.320E-04   3.610E-04   5.866E-04   9.287E-04   2.736E-03   5.806E-03   1.290E-02
 1.519E-03   3.948E-03   6.885E-03   9.104E-03   1.142E-02   1.671E-02   2.353E-02   5.228E-02
 5.593E-02   1.763E-01   1.681E-01   1.280E-01   9.470E-02   1.394E-01   4.722E-01   8.332E-02
 1.317E-04   8.604E-04   1.334E-03   2.172E-03   3.446E-03   1.024E-02   2.101E-02   4.604E-02
 2.920E-03   7.583E-03   1.323E-02   1.748E-02   2.190E-02   3.204E-02   4.559E-02   1.007E-01
 7.902E-02   2.519E-01   2.419E-01   1.890E-01   1.457E-01   2.335E-01   7.053E-01   2.070E-01
 4.898E-04   3.192E-03   4.911E-03   8.021E-03   1.278E-02   3.829E-02   7.221E-02   1.499E-01
 5.610E-03   1.456E-02   2.543E-02   3.357E-02   4.202E-02   6.163E-02   8.976E-02   1.992E-01
 1.138E-01   3.697E-01   3.591E-01   2.951E-01   2.463E-01   4.461E-01   1.059E+00   4.930E-01
 1.830E-03   1.180E-02   1.784E-02   2.925E-02   4.681E-02   1.389E-01   2.135E-01   4.040E-01
 1.077E-02   2.800E-02   4.910E-02   6.476E-02   8.101E-02   1.208E-01   1.835E-01   4.069E-01
 1.701E-01   5.662E-01   5.570E-01   4.988E-01   4.689E-01   9.288E-01   1.488E+00   1.105E+00
 6.884E-03   4.286E-02   6.205E-02   1.015E-01   1.618E-01   4.354E-01   4.574E-01   9.601E-01
 2.066E-02   5.426E-02   9.625E-02   1.274E-01   1.603E-01   2.517E-01   3.817E-01   6.498E-01
 2.729E-01   9.105E-01   8.899E-01   8.839E-01   9.321E-01   1.800E+00   1.837E+00   2.043E+00
 2.610E-02   1.452E-01   1.886E-01   2.986E-01   4.583E-01   1.026E+00   6.990E-01   1.836E+00
 3.971E-02   1.080E-01   1.972E-01   2.656E-01   3.411E-01   5.016E-01   6.236E-01   7.353E-01
 4.906E-01   1.471E+00   1.368E+00   1.503E+00   1.774E+00   2.733E+00   2.078E+00   3.127E+00
 9.847E-02   4.033E-01   4.300E-01   6.585E-01   1.034E+00   1.752E+00   8.971E-01   2.832E+00
 7.720E-02   2.260E-01   4.182E-01   5.400E-01   6.138E-01   6.446E-01   7.467E-01   8.048E-01
 9.886E-01   2.155E+00   1.918E+00   2.213E+00   2.655E+00   3.317E+00   2.186E+00   3.645E+00
 3.430E-01   8.014E-01   7.623E-01   1.160E+00   1.711E+00   2.148E+00   1.016E+00   3.246E+00
 1.558E-01   4.405E-01   6.550E-01   6.905E-01   7.180E-01   7.443E-01   8.214E-01   8.194E-01
 1.926E+00   2.647E+00   2.399E+00   2.800E+00   3.286E+00   3.155E+00   2.271E+00   2.893E+00
 9.161E-01   1.157E+00   1.102E+00   1.566E+00   2.135E+00   1.882E+00   1.135E+00   2.375E+00
 3.129E-01   6.272E-01   7.732E-01   7.970E-01   7.972E-01   7.825E-01   8.644E-01   7.713E-01
 2.892E+00   2.829E+00   2.643E+00   2.951E+00   3.070E+00   2.629E+00   2.379E+00   2.178E+00
 1.659E+00   1.313E+00   1.283E+00   1.609E+00   1.800E+00   1.329E+00   1.281E+00   1.504E+00
 4.823E-01   7.426E-01   8.437E-01   8.501E-01   8.252E-01   8.080E-01   8.903E-01   7.316E-01
 3.432E+00   2.730E+00   2.604E+00   2.648E+00   2.493E+00   2.469E+00   2.429E+00   2.496E+00
 2.068E+00   1.277E+00   1.252E+00   1.298E+00   1.180E+00   1.217E+00   1.361E+00   1.726E+00
 6.091E-01   8.047E-01   8.823E-01   8.770E-01   8.456E-01   8.698E-01   9.042E-01   8.723E-01
 3.285E+00   2.579E+00   2.455E+00   2.434E+00   2.458E+00   2.418E+00   2.339E+00   2.193E+00
 1.904E+00   1.227E+00   1.162E+00   1.144E+00   1.198E+00   1.236E+00   1.294E+00   1.347E+00
 6.604E-01   8.436E-01   9.061E-01   9.084E-01   9.128E-01   9.027E-01   9.108E-01   8.979E-01
 2.798E+00   2.479E+00   2.367E+00   2.375E+00   2.352E+00   2.326E+00   2.215E+00   2.207E+00
 1.462E+00   1.230E+00   1.149E+00   1.168E+00   1.169E+00   1.204E+00   1.189E+00   1.290E+00
 7.185E-01   8.681E-01   9.230E-01   9.285E-01   9.272E-01   9.121E-01   9.140E-01   9.234E-01
 2.511E+00   2.396E+00   2.302E+00   2.298E+00   2.290E+00   2.263E+00   2.211E+00   2.160E+00
 1.259E+00   1.233E+00   1.153E+00   1.161E+00   1.169E+00   1.194E+00   1.205E+00   1.192E+00
 7.682E-01   8.816E-01   9.319E-01   9.347E-01   9.339E-01   9.186E-01   9.216E-01   9.440E-01
 2.496E+00   2.326E+00   2.247E+00   2.242E+00   2.233E+00   2.213E+00   2.158E+00   2.157E+00
 1.350E+00   1.232E+00   1.155E+00   1.159E+00   1.164E+00   1.188E+00   1.175E+00   1.168E+00
 8.409E-01   8.900E-01   9.370E-01   9.389E-01   9.380E-01   9.218E-01   9.256E-01   9.562E-01
