.9433864E-02 .2732570E-02 .7704382E-02 .1448269E-01 .3001796E-01 .4021109E-01 .7519562E-02 .1094281E-01
.1016005E-07 .1191953E-06 .4879414E-06 .9917992E-06 .1685464E-05 .1487319E-05 .1881464E-05 .8760487E-05
.3750148E-04 .1413956E-03 .2707035E-03 .3580688E-03 .4251657E-03 .5061222E-03 .8544158E-03 .1612685E-02
.1308508E-01 .3791531E-02 .1069450E-01 .2010966E-01 .4168662E-01 .5581445E-01 .1044690E-01 .1523979E-01
.3759207E-07 .4410439E-06 .1805607E-05 .3670442E-05 .6237572E-05 .5501380E-05 .6957342E-05 .3238521E-04
.7213508E-04 .2719663E-03 .5206560E-03 .6886607E-03 .8176784E-03 .9735270E-03 .1643306E-02 .3101079E-02
.1815083E-01 .5263297E-02 .1485790E-01 .2795480E-01 .5796270E-01 .7752921E-01 .1454082E-01 .2132349E-01
.1390891E-06 .1632002E-05 .6682268E-05 .1358598E-04 .2308783E-04 .2034177E-04 .2571237E-04 .1196110E-03
.1387526E-03 .5230862E-03 .1001309E-02 .1324310E-02 .1572329E-02 .1872595E-02 .3160277E-02 .5961683E-02
.2518144E-01 .7313468E-02 .2067874E-01 .3895016E-01 .8078934E-01 .1078410E+00 .2032003E-01 .3014170E-01
.5146142E-06 .6039337E-05 .2473469E-04 .5030399E-04 .8547989E-04 .7515788E-04 .9491581E-04 .4409126E-03
.2668884E-03 .1005986E-02 .1925356E-02 .2546101E-02 .3022722E-02 .3602189E-02 .6076626E-02 .1145685E-01
.3494524E-01 .1018353E-01 .2888677E-01 .5452617E-01 .1131442E+00 .1503889E+00 .2864361E-01 .4355872E-01
.1903938E-05 .2235172E-04 .9158681E-04 .1863593E-03 .3165878E-03 .2772087E-03 .3495359E-03 .1618164E-02
.5133425E-03 .1934361E-02 .3701018E-02 .4893202E-02 .5808864E-02 .6930999E-02 .1168173E-01 .2200923E-01
.4852141E-01 .1424536E-01 .4067064E-01 .7707295E-01 .1599467E+00 .2106935E+00 .4114062E-01 .6588337E-01
.7043428E-05 .8274097E-04 .3393085E-03 .6909764E-03 .1172759E-02 .1018265E-02 .1280506E-02 .5874939E-02
.9873407E-03 .3718344E-02 .7110549E-02 .9398239E-02 .1115823E-01 .1334689E-01 .2245457E-01 .4229984E-01
.6744311E-01 .2013320E-01 .5822721E-01 .1111277E+00 .2302221E+00 .2974766E+00 .6142279E-01 .1081166E+00
.2605095E-04 .3063765E-03 .1257987E-02 .2564388E-02 .4339754E-02 .3702978E-02 .4634823E-02 .2072297E-01
.1898895E-02 .7143808E-02 .1365002E-01 .1803745E-01 .2143335E-01 .2576586E-01 .4319502E-01 .8166025E-01
.9393403E-01 .2911579E-01 .8634196E-01 .1667041E+00 .3424419E+00 .4246663E+00 .9837087E-01 .1965692E+00
.9630364E-04 .1134697E-02 .4665795E-02 .9513062E-02 .1595348E-01 .1312663E-01 .1627614E-01 .6757146E-01
.3651809E-02 .1371344E-01 .2617990E-01 .3461407E-01 .4126668E-01 .5009359E-01 .8346770E-01 .1604802E+00
.1313371E+00 .4425058E-01 .1371929E+00 .2687463E+00 .5361741E+00 .6116987E+00 .1725513E+00 .3756983E+00
.3555629E-03 .4198904E-02 .1725479E-01 .3498461E-01 .5704304E-01 .4356814E-01 .5276321E-01 .1862392E+00
.7023076E-02 .2629918E-01 .5023005E-01 .6668768E-01 .8035087E-01 .9918854E-01 .1639778E+00 .3248330E+00
.1849643E+00 .7407751E-01 .2443164E+00 .4793665E+00 .8816992E+00 .8704834E+00 .3159032E+00 .7124829E+00
.1308553E-02 .1544006E-01 .6259298E-01 .1229987E+00 .1847672E+00 .1232952E+00 .1425285E+00 .4312018E+00
.1351288E-01 .5045219E-01 .9711677E-01 .1311088E+00 .1623563E+00 .2036486E+00 .3325364E+00 .5879369E+00
.2638609E+00 .1434020E+00 .4897540E+00 .9085400E+00 .1419982E+01 .1179052E+01 .5793159E+00 .1298239E+01
.4774832E-02 .5509388E-01 .2086483E+00 .3671456E+00 .4610840E+00 .2616143E+00 .3260346E+00 .9009035E+00
.2605229E-01 .9756050E-01 .1944461E+00 .2743054E+00 .3479662E+00 .4196126E+00 .6003938E+00 .7287181E+00
.3841948E+00 .3112289E+00 .9909418E+00 .1641958E+01 .2050395E+01 .1505288E+01 .1033462E+01 .2085693E+01
.1702333E-01 .1757294E+00 .5514216E+00 .8256848E+00 .8398144E+00 .4380013E+00 .6793818E+00 .1551177E+01
.5057382E-01 .1953072E+00 .4161174E+00 .5512005E+00 .6064165E+00 .6681329E+00 .7420401E+00 .8251901E+00
.5731026E+00 .6722298E+00 .1882242E+01 .2456819E+01 .2566658E+01 .1800990E+01 .1678468E+01 .2881519E+01
.5700249E-01 .4569995E+00 .1217618E+01 .1435184E+01 .1208457E+01 .6425749E+00 .1201584E+01 .2195396E+01
.1001174E+00 .3980865E+00 .6415806E+00 .6803608E+00 .7366037E+00 .7851698E+00 .8360191E+00 .8737230E+00
.8618164E+00 .1332428E+01 .2817721E+01 .3069353E+01 .2787900E+01 .2020975E+01 .2412148E+01 .3185966E+01
.1640305E+00 .1015635E+01 .1947718E+01 .1853969E+01 .1369938E+01 .8197815E+00 .1795204E+01 .2343550E+01
.2057763E+00 .6012717E+00 .7484167E+00 .7837857E+00 .8173108E+00 .8580954E+00 .8868623E+00 .8916102E+00
.1261845E+01 .2206064E+01 .3387173E+01 .3081049E+01 .2676084E+01 .2152998E+01 .2893259E+01 .2691864E+01
